clusterId,exampleTweet;tree-5;tree-10;tree2;linear-svm;poly-svm;rbf-svm;sigmoid-svm
137;"syrian army gains more areaas along aleppo-hama highway ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
137;"following the previous gains in northern hama,the syrian army gains more area,s along the aleppo-hama highway. ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
137;"following the previous gains in northern hama,the syrian army gains more area,s along the aleppo-hama highway. ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
148;"aleppo war battlefield: syrian brigade uses a grad as a tow and it works!


syria saa";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
148;"aleppo war battlefield: syrian brigade uses a grad as a tow and it works!


syria saa";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
148;"aleppo war battlefield: syrian brigade uses a grad as a tow and it works!


syria saa";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
68;"continued clashes and more human losses in aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
68;"عربستان_سعودى continued clashes and more human losses in aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
68;"ايران continued clashes and more human losses in aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
48;"russian jets launch first airstrikes over west aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
48;"retweeted al-masdar news (
russian jets launch first airstrikes over west aleppo... ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
48;"retweeted al-masdar news (
russian jets launch first airstrikes over west aleppo... ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
33;"revolt held zone of syria's aleppo props for restored barrage ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
33;"rebel groups clash with each other in syria's aleppo  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
33;"people in aleppo bracing for renewed russia-n bombardment as humanitarian corridors remain deserted ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
97;"retweeted oz katerji (
russia has threatened to kill every man, woman &amp; child in east aleppo this... ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
97;"retweeted oz katerji (russia has threatened to kill every man, woman &amp; child in east aleppo this... ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
97;"retweeted oz katerji (russia has threatened to kill every man, woman &amp; child in east aleppo this... ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
135;"front-lines at the saa and  allies controlled area of minyan, western aleppo today syria24

s.m.";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
135;"front-lines at the saa and  allies controlled area of minyan, western aleppo today syria24

s.m.";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
135;"front-lines at the saa + allies controlled area of minyan, western aleppo today (04/11/2016) ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
140;"syria crisis: russia offers ‘final truce chance’ to aleppo rebels  vía ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
140;"syria crisis: russia offers ‘final truce chance’ to aleppo rebels  vía ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
140;"syria crisis: russia offers ‘final truce chance’ to aleppo rebels  vía ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
133;"clashes subside between syrian rebels in city of aleppo.. related articles: ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
133;"clashes subside between syrian rebels in city of aleppo.. related articles: ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
133;"clashes subside between syrian rebels in city of aleppo - fox news ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
107;"page 15        meat-grinder phase       aleppo 
2 ighimasi jfs
2  sham front militant

( i had two page 1… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
107;" page 13        the meat-grinder phase 2                        aleppo ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
107;"page 15        meat-grinder phase       aleppo 
2 ighimasi jfs
2  sham front militant

( i had two page 1… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
115;"syria is out!  ff aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
115;"syria is out!  ff syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
115;"syria is out!  ff aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
58;"breaking news from bbc: owen bennett-jones: aleppo braced / read more at  news bbc";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
58;"bbcnews owen bennett-jones: aleppo braced for more airstrikes: east aleppo braces itself for airstrikes…… ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
58;"owen bennett-jones: aleppo braced for more airstrikes - east aleppo braces itself for airstrikes after rebel fi... ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
20;".don't lose aleppo to the elections. read the thumbprint. dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
20;".don't lose aleppo 2 the elections. read the thumbprint. dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
20;".don't lose aleppo 2 the elections. read the thumbprint. dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
11;"aleppo evacuations to fall flat, rebels prevent any exit - s world haber  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
11;"aleppo evacuations to fall flat, rebels prevent any exit - s world haber  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
11;"aleppo evacuations to fall flat, rebels prevent any exit - s world haber  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
87;"the latest the insyrianow daily!  thanks to aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
87;"the latest insyrianow daily!  thanks to syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
87;"the latest the insyrianow daily!  thanks to syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
118;"rebels set off new attacks in government-held aleppo  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
118;"syrian rebels launch new attacks on government-held aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
118;"rt follow rebels set off new attacks in government-held aleppo  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo    via ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo    via ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
109;"at least 13 killed in russian airstrike on kafr naha west to aleppo   ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
111;"texas news studio alert on the russian fleet in the e med and aleppo  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
111;"texas news studio update with mark meyers on the russian fleet in the e med and aleppo:  via ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
111;"ver "texas news studio update with mark meyers on the russian fleet in the e med and aleppo" en youtube - ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
120;"the latest: syria rebels dismiss putin's aleppo initiatives.. related articles: ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
120;"the latest: syria rebels dismiss putin's aleppo initiatives.. related articles: ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
120;"the latest: syria rebels dismiss putin's aleppo initiatives.. related articles: ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
28;"syrian rebels launch multiple attacks on government-controlled aleppo  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
28;"syrian rebels launch multiple attacks on gov’t held aleppo - ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
28;"syrian rebels launch multiple attacks on gov't held aleppo (from ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
101;"muslims in aleppo meet christians for the first time via  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
101;"muslims in aleppo meet christians for the first time via  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
101;"muslims in aleppo meet christians for the first time ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
22;".activist action to expose putin plan to exterminate 300 000 in aleppo. media dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
22;".activist action to expose putin plan to exterminate 300 000 in aleppo. media dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
22;".activist action to expose putin plan to exterminate 300 000 in aleppo. media dontforgetsyria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
114;"give4syria yes, for syria  is out!  stories via syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
114;"give4syria yes, for syria  is out!  stories via syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
114;"give4syria yes, for syria  is out!  stories via syria aleppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied
63;"your friday morning headlines: brexit uselection aleppo syria earthworm dave ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
63;"your friday morning headlines: brexit theresa_may uselection pharrell aleppo syria earthworm dave ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
63;"your friday morning headlines: brexit theresa_may uselection pharrell aleppo syria earthworm dave ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
73;"syrian rebels renew attack on aleppo - middle east - news - ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
73;"syrian rebels renew attack on aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
73;"syrian rebels renew attack on aleppo ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
136;"syria heavy russia'n airstrikes on western aleppo suburbs
(3 children killed in atareb)";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
136;"urgent: two cameramen working for alalam news channel wounded in western aleppo
breaking ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
136;"clash resume at ' new aleppo district ' w.aleppo";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
5;"u.n. says can’t use russian aleppo pause to send aid  ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
5;"un says can't use russian aleppo pause to send aid - thomson reuters foundation  indianews";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
5;"u.n. says can't use russian aleppo pause to send aid: geneva (reuters) - the united nations… ";ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
130;"aleppo could be 'bombed into smithereens', warns john kerry syria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
130;"aleppo could be 'bombed into smithereens', warns john kerry syria ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
130;"aleppo could be "bombed into smithereens" unless a new ceasefire can be agreed with russia, says us secretary of st… ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
69;"inside aleppo: after you hear the drones, you can sense death   savealeppo";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
69;"inside aleppo: after you hear the drones, you can sense death  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
69;"inside aleppo: after you hear the drones, you can sense death   ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
117;"london: peace activists blocking in london to protest annihilation of aleppo city. ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
117;"activists blocking the gates of the in london because of russian plans to 'annihilate' and 'cleans… ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
117;"peace activists blockade in london to protest ‘annihilation’ of aleppo     ";ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
77;"overview of military situation in aleppo city on november 4, 2016 ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
77;"overview of military situation in aleppo city on november 4, 2016  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
77;"overview of military situation in aleppo city on november 4, 2016  ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
151;"attack on west aleppo monitored by russian uav.  ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
151;"launchpad for attacks on west aleppo";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
151;"bluehand bluehandfamily britainfirst iran: syrianarmy repels heavy terrorist attacks west of aleppo

… ";ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
142;"250,000 syrians under siege in aleppo. no food, electricity, or access to medicines. care demands humanitarian a… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
142;"250,000 syrians under siege in aleppo. no food, electricity, or access to medicines. care demands humanitarian a… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
142;"250,000 syrians under siege in aleppo. no food, electricity, or access to medicines. care demands humanitarian a… ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.denied;ClusterClass.denied
152;"army regains control over new areas in damascus countryside, thwarts terrorist attack in aleppo... ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
152;"death toll from terrorist attacks on aleppo rises to 12, with over … – al-manar tv ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
152;"death toll from terrorist attacks on aleppo rises to 12, with over … – al-manar tv ";ClusterClass.denied;ClusterClass.denied;ClusterClass.denied;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed;ClusterClass.confirmed
